user_id,signup_date,acquisition_channel,country,platform,plan_tier,age_bucket,app_version,os_version
u_204380,2026-04-23,paid_social,United States,Android,pro_annual,25-34,6.8.0,14
u_204381,2026-03-22,influencer,United Kingdom,Android,free,45+,7.0.0,13
u_204382,2026-06-10,paid_social,Germany,Web,free,35-44,7.0.1,n/a
u_204383,2026-05-05,paid_social,Brazil,iOS,pro_monthly,25-34,7.0.1,18.0
u_204384,2026-05-04,paid_social,Pakistan,Web,free,13-17,7.0.1,n/a
u_204385,2026-04-08,paid_social,United States,Android,free,35-44,7.0.1,15
u_204386,2026-03-01,paid_search,Germany,Android,free,18-24,7.1.0,12
u_204387,2026-03-11,paid_search,Turkey,Android,free,45+,7.0.1,13
u_204388,2026-05-30,paid_social,Germany,iOS,pro_monthly,18-24,7.1.0,17.0
u_204389,2026-03-06,paid_social,Pakistan,iOS,free,45+,6.9.2,17.0
u_204390,2026-05-25,organic_search,Turkey,Android,free,35-44,7.1.0,12
u_204391,2026-05-11,paid_social,Nigeria,Android,free,18-24,7.1.0,12
u_204392,2026-06-05,influencer,United States,Android,free,25-34,7.0.1,12
u_204393,2026-03-16,influencer,Philippines,iOS,free,18-24,7.0.1,17.4
u_204394,2026-04-15,paid_social,Germany,Android,free,18-24,7.1.0,13
u_204395,2026-06-20,paid_social,Nigeria,iOS,free,18-24,7.0.1,17.0
u_204396,2026-05-22,influencer,Pakistan,iOS,free,18-24,7.0.1,16.5
u_204397,2026-05-17,organic_search,Germany,Android,free,25-34,6.9.2,13
u_204398,2026-05-12,paid_social,Germany,Web,free,18-24,7.0.1,n/a
u_204399,2026-04-27,influencer,Pakistan,Android,free,18-24,7.0.1,15
u_204400,2026-03-24,app_store_browse,India,Android,free,18-24,6.8.0,15
u_204401,2026-06-06,organic_search,Philippines,iOS,free,25-34,7.0.1,17.0
u_204402,2026-05-16,influencer,United Arab Emirates,Web,free,18-24,7.0.1,n/a
u_204403,2026-05-01,influencer,Indonesia,Android,free,25-34,6.9.2,15
u_204404,2026-04-11,paid_social,United States,iOS,free,18-24,7.1.0,18.2
u_204405,2026-04-28,paid_social,Turkey,Android,free,18-24,7.0.1,12
u_204406,2026-06-05,influencer,Philippines,Android,free,35-44,6.9.0,13
u_204407,2026-03-10,paid_social,India,Android,free,25-34,7.1.0,14
u_204408,2026-04-17,influencer,United Arab Emirates,iOS,free,35-44,7.0.1,17.4
u_204409,2026-04-13,influencer,Indonesia,Web,pro_annual,18-24,7.0.0,n/a
u_204410,2026-03-05,paid_search,Pakistan,Android,free,25-34,7.0.0,12
u_204411,2026-06-08,app_store_browse,United States,Web,free,35-44,7.0.1,n/a
u_204412,2026-06-07,paid_social,India,Android,free,18-24,6.9.2,14
u_204413,2026-06-05,organic_search,India,iOS,free,18-24,6.9.0,17.4
u_204414,2026-03-16,paid_search,Turkey,Web,free,18-24,7.0.0,n/a
u_204415,2026-05-04,paid_social,United Arab Emirates,Android,pro_monthly,18-24,7.0.1,13
u_204416,2026-04-12,paid_social,United States,Android,free,25-34,7.0.1,12
u_204417,2026-06-05,paid_social,United Arab Emirates,iOS,pro_monthly,18-24,6.9.0,18.0
u_204418,2026-06-13,organic_search,India,iOS,pro_monthly,25-34,7.1.0,17.0
u_204419,2026-06-19,paid_social,Pakistan,Android,free,25-34,7.1.0,15
u_204420,2026-05-31,paid_social,Germany,Android,pro_monthly,18-24,7.1.0,12
u_204421,2026-05-02,organic_search,United Arab Emirates,iOS,free,25-34,6.9.2,18.0
u_204422,2026-06-08,paid_search,Pakistan,Android,free,18-24,7.1.0,15
u_204423,2026-06-16,referral,United Kingdom,Web,free,45+,7.0.0,n/a
u_204424,2026-03-10,paid_search,Philippines,Web,free,13-17,7.0.1,n/a
u_204425,2026-03-17,influencer,India,Android,pro_annual,35-44,7.0.0,14
u_204426,2026-04-22,influencer,Philippines,Web,free,25-34,7.1.0,n/a
u_204427,2026-04-25,influencer,India,Android,free,25-34,7.0.1,13
u_204428,2026-03-06,influencer,Pakistan,iOS,free,18-24,6.9.0,16.5
u_204429,2026-06-12,referral,United Arab Emirates,Android,free,13-17,7.0.1,14
u_204430,2026-06-21,influencer,United States,Android,free,45+,7.0.1,13
u_204431,2026-03-29,referral,Germany,Android,pro_monthly,35-44,7.0.1,12
u_204432,2026-06-13,organic_search,United States,Web,free,18-24,6.9.0,n/a
u_204433,2026-05-04,app_store_browse,India,iOS,free,25-34,6.9.0,18.0
u_204434,2026-05-20,app_store_browse,Philippines,Android,free,25-34,6.9.2,15
u_204435,2026-06-20,organic_search,Indonesia,iOS,free,35-44,7.1.0,17.4
u_204436,2026-05-25,paid_search,Indonesia,iOS,free,25-34,6.9.0,17.4
u_204437,2026-05-21,paid_social,United States,Android,free,18-24,7.1.0,12
u_204438,2026-05-28,app_store_browse,Philippines,Android,free,13-17,7.0.1,14
u_204439,2026-03-16,influencer,United States,Android,free,13-17,6.9.0,14
u_204440,2026-03-31,paid_search,India,Android,free,35-44,7.0.0,12
u_204441,2026-06-21,paid_search,Germany,Android,enterprise,13-17,7.1.0,13
u_204442,2026-03-26,influencer,United Kingdom,Android,free,18-24,7.0.1,13
u_204443,2026-05-28,paid_social,Indonesia,Android,free,45+,7.0.1,15
u_204444,2026-05-30,paid_search,Brazil,Android,pro_monthly,45+,6.9.0,14
u_204445,2026-06-17,paid_social,United States,iOS,free,18-24,6.9.2,18.2
u_204446,2026-03-05,paid_social,United Arab Emirates,Android,free,35-44,6.9.2,13
u_204447,2026-06-14,organic_search,United States,Android,free,18-24,7.0.1,13
u_204448,2026-03-24,paid_social,Nigeria,iOS,free,35-44,6.8.0,17.0
u_204449,2026-03-14,paid_social,India,iOS,free,35-44,6.9.2,18.0
u_204450,2026-05-22,paid_social,United Arab Emirates,Web,free,35-44,6.8.0,n/a
u_204451,2026-04-06,paid_search,Pakistan,iOS,enterprise,25-34,7.1.0,17.4
u_204452,2026-06-02,referral,United Arab Emirates,Android,free,25-34,6.9.0,13
u_204453,2026-06-03,paid_search,United States,Android,free,25-34,7.1.0,12
u_204454,2026-04-02,influencer,United Kingdom,Web,pro_monthly,18-24,7.0.1,n/a
u_204455,2026-03-24,influencer,Indonesia,Android,free,35-44,7.0.0,15
u_204456,2026-05-02,paid_search,United Arab Emirates,Web,free,25-34,7.0.1,n/a
u_204457,2026-05-13,paid_social,United States,iOS,free,25-34,6.9.2,17.0
u_204458,2026-03-29,organic_search,Indonesia,iOS,free,25-34,7.1.0,17.0
u_204459,2026-03-05,influencer,Nigeria,Android,free,18-24,7.1.0,13
u_204460,2026-06-03,paid_social,United States,Android,free,18-24,7.1.0,13
u_204461,2026-04-08,paid_social,United Arab Emirates,Web,free,18-24,7.0.1,n/a
u_204462,2026-03-28,influencer,Pakistan,Web,free,25-34,7.0.1,n/a
u_204463,2026-04-22,paid_social,United States,Android,pro_annual,13-17,7.1.0,14
u_204464,2026-04-18,influencer,Turkey,Android,free,25-34,7.0.1,13
u_204465,2026-05-28,referral,India,Android,free,13-17,6.8.0,13
u_204466,2026-03-23,paid_social,United Kingdom,Android,free,18-24,6.9.0,14
u_204467,2026-06-10,referral,United States,Android,free,18-24,7.1.0,14
u_204468,2026-05-07,paid_social,Pakistan,Android,free,25-34,7.1.0,12
u_204469,2026-04-01,paid_social,Saudi Arabia,Web,free,25-34,7.1.0,n/a
u_204470,2026-04-26,paid_social,Germany,iOS,free,25-34,7.1.0,17.4
u_204471,2026-06-20,organic_search,United Arab Emirates,Web,free,18-24,6.9.2,n/a
u_204472,2026-04-06,paid_social,Pakistan,Web,pro_annual,25-34,7.0.1,n/a
u_204473,2026-05-10,organic_search,United Arab Emirates,iOS,free,35-44,7.1.0,16.5
u_204474,2026-06-21,influencer,United States,Android,free,13-17,6.9.0,15
u_204475,2026-05-23,paid_social,Turkey,Android,free,35-44,6.9.2,15
u_204476,2026-05-04,organic_search,United States,iOS,free,35-44,7.0.1,18.2
u_204477,2026-06-01,paid_social,United States,Android,free,45+,7.0.1,13
u_204478,2026-06-21,organic_search,Brazil,iOS,free,25-34,7.0.1,18.2
u_204479,2026-05-25,influencer,India,iOS,free,25-34,7.0.1,17.4
u_204480,2026-03-16,referral,Pakistan,iOS,free,18-24,6.9.2,17.4
u_204481,2026-03-11,paid_social,Indonesia,iOS,free,25-34,7.0.1,18.2
u_204482,2026-05-12,paid_search,India,Android,free,25-34,7.1.0,12
u_204483,2026-05-22,app_store_browse,India,iOS,free,18-24,6.9.2,18.0
u_204484,2026-06-19,paid_social,Indonesia,Web,free,25-34,6.8.0,n/a
u_204485,2026-06-04,organic_search,United States,iOS,pro_annual,25-34,7.0.0,18.2
u_204486,2026-05-19,paid_social,United Arab Emirates,Android,free,35-44,7.1.0,14
u_204487,2026-04-04,organic_search,Saudi Arabia,Android,free,18-24,7.1.0,14
u_204488,2026-04-02,paid_social,India,Android,free,18-24,7.1.0,15
u_204489,2026-04-30,organic_search,Nigeria,iOS,free,13-17,7.0.1,16.5
u_204490,2026-06-01,paid_search,United Arab Emirates,Android,free,35-44,7.1.0,15
u_204491,2026-04-22,paid_social,India,iOS,free,35-44,6.9.2,18.0
u_204492,2026-06-10,influencer,Nigeria,iOS,free,25-34,7.1.0,17.0
u_204493,2026-03-13,paid_search,India,iOS,free,25-34,6.9.0,16.5
u_204494,2026-05-10,influencer,Brazil,iOS,pro_monthly,35-44,7.1.0,18.0
u_204495,2026-06-04,organic_search,Turkey,Android,free,25-34,6.9.2,15
u_204496,2026-03-29,organic_search,United Arab Emirates,Android,free,25-34,7.1.0,14
u_204497,2026-06-05,influencer,India,iOS,free,18-24,6.9.0,17.0
u_204498,2026-06-18,app_store_browse,Philippines,Web,free,25-34,7.0.0,n/a
u_204499,2026-03-14,organic_search,India,iOS,free,18-24,7.0.1,17.0
u_204500,2026-06-04,organic_search,Pakistan,Android,pro_monthly,25-34,7.1.0,12
u_204501,2026-04-02,paid_social,Philippines,Android,free,25-34,7.0.1,14
u_204502,2026-04-24,paid_search,Brazil,iOS,pro_annual,25-34,6.9.2,16.5
u_204503,2026-04-09,organic_search,Germany,Android,enterprise,18-24,7.1.0,12
u_204504,2026-06-14,app_store_browse,Brazil,Android,free,18-24,7.1.0,12
u_204505,2026-03-14,organic_search,Turkey,Android,free,35-44,7.1.0,13
u_204506,2026-04-10,influencer,United States,iOS,free,35-44,7.0.0,16.5
u_204507,2026-04-27,paid_social,Germany,iOS,free,25-34,7.1.0,17.0
u_204508,2026-03-17,organic_search,United Arab Emirates,iOS,pro_monthly,35-44,7.0.0,17.4
u_204509,2026-04-17,paid_social,Germany,iOS,free,35-44,7.1.0,17.0
u_204510,2026-03-01,paid_search,Philippines,Web,free,25-34,7.0.0,n/a
u_204511,2026-05-09,paid_social,United States,Android,free,25-34,6.9.0,13
u_204512,2026-06-10,app_store_browse,Brazil,Android,free,25-34,7.0.1,13
u_204513,2026-05-22,influencer,Nigeria,Android,free,18-24,7.1.0,13
u_204514,2026-05-02,paid_social,Pakistan,iOS,free,35-44,7.0.1,18.0
u_204515,2026-05-02,organic_search,United Kingdom,iOS,pro_monthly,25-34,6.8.0,18.2
u_204516,2026-04-27,referral,United States,Web,free,25-34,6.9.0,n/a
u_204517,2026-05-16,app_store_browse,Saudi Arabia,Android,free,18-24,7.0.0,12
u_204518,2026-03-30,organic_search,Pakistan,Android,free,13-17,6.9.2,15
u_204519,2026-06-18,organic_search,Saudi Arabia,Android,pro_monthly,13-17,7.1.0,13
u_204520,2026-04-13,paid_search,United States,Web,free,35-44,7.1.0,n/a
u_204521,2026-04-16,influencer,Brazil,iOS,free,18-24,7.1.0,18.2
u_204522,2026-06-17,paid_social,United Arab Emirates,iOS,free,35-44,7.1.0,18.0
u_204523,2026-03-29,paid_social,India,iOS,free,25-34,7.0.1,17.0
u_204524,2026-03-19,paid_social,Germany,iOS,free,25-34,6.9.2,17.4
u_204525,2026-03-27,organic_search,Indonesia,iOS,free,45+,7.0.0,17.0
u_204526,2026-06-20,paid_search,Pakistan,Web,free,18-24,7.0.1,n/a
u_204527,2026-05-10,paid_social,Nigeria,Android,free,18-24,6.9.2,15
u_204528,2026-05-30,influencer,United Arab Emirates,iOS,free,35-44,7.0.1,18.0
u_204529,2026-06-15,paid_social,Pakistan,iOS,free,18-24,6.9.2,17.0
u_204530,2026-03-13,influencer,United States,Android,pro_monthly,18-24,7.1.0,14
u_204531,2026-03-12,organic_search,United States,Android,free,35-44,6.8.0,15
u_204532,2026-05-24,paid_social,India,Android,free,18-24,7.0.0,15
u_204533,2026-04-26,app_store_browse,Nigeria,iOS,free,25-34,7.0.0,16.5
u_204534,2026-03-08,organic_search,Turkey,Web,pro_monthly,13-17,7.1.0,n/a
u_204535,2026-03-17,referral,United States,Android,free,35-44,6.9.0,13
u_204536,2026-06-12,paid_social,United Kingdom,iOS,free,25-34,7.1.0,18.0
u_204537,2026-03-23,paid_search,United States,Web,pro_monthly,25-34,6.9.2,n/a
u_204538,2026-05-27,organic_search,Philippines,iOS,free,35-44,7.0.1,17.0
u_204539,2026-03-27,influencer,Germany,iOS,free,18-24,7.1.0,17.4
u_204540,2026-04-30,paid_social,Indonesia,Web,pro_monthly,18-24,7.0.1,n/a
u_204541,2026-04-10,paid_search,United States,Android,free,25-34,7.0.1,14
u_204542,2026-03-24,paid_search,Germany,Android,free,45+,7.1.0,14
u_204543,2026-03-12,app_store_browse,United Arab Emirates,iOS,free,35-44,6.9.2,17.4
u_204544,2026-05-25,paid_search,United States,iOS,free,25-34,7.0.1,18.0
u_204545,2026-06-01,paid_search,Saudi Arabia,iOS,free,18-24,7.0.1,18.0
u_204546,2026-06-08,app_store_browse,Nigeria,iOS,free,45+,6.9.0,16.5
u_204547,2026-03-24,paid_social,Philippines,Android,free,25-34,7.1.0,13
u_204548,2026-05-18,referral,India,Android,free,25-34,7.1.0,15
u_204549,2026-06-10,influencer,Philippines,iOS,free,35-44,7.0.0,17.4
u_204550,2026-03-19,organic_search,United States,Android,free,25-34,7.0.0,12
u_204551,2026-04-26,app_store_browse,Philippines,Android,free,25-34,7.1.0,14
u_204552,2026-06-01,referral,United Kingdom,Android,free,18-24,7.1.0,15
u_204553,2026-04-04,app_store_browse,Turkey,Web,free,18-24,7.1.0,n/a
u_204554,2026-05-03,paid_social,Brazil,iOS,free,25-34,7.1.0,18.0
u_204555,2026-06-04,app_store_browse,United Kingdom,Android,free,25-34,7.0.0,14
u_204556,2026-03-02,paid_social,United States,iOS,pro_monthly,18-24,7.0.1,18.2
u_204557,2026-05-26,referral,Pakistan,Android,free,18-24,7.1.0,13
u_204558,2026-05-27,paid_social,India,Android,free,18-24,6.9.2,14
u_204559,2026-04-02,paid_social,Turkey,Web,free,25-34,7.0.1,n/a
u_204560,2026-06-10,paid_search,United States,Android,free,18-24,7.0.1,12
u_204561,2026-04-27,influencer,United Arab Emirates,Android,free,25-34,7.0.1,13
u_204562,2026-04-21,paid_social,Pakistan,iOS,free,25-34,7.0.0,17.0
u_204563,2026-05-29,influencer,India,Android,free,25-34,7.1.0,15
u_204564,2026-05-22,referral,United Arab Emirates,iOS,free,18-24,7.0.0,17.4
u_204565,2026-03-22,paid_search,United States,Android,free,35-44,7.1.0,13
u_204566,2026-06-14,influencer,United States,Web,free,25-34,7.0.1,n/a
u_204567,2026-04-09,organic_search,India,iOS,pro_monthly,25-34,7.0.1,16.5
u_204568,2026-05-07,referral,United States,iOS,free,25-34,6.9.0,17.0
u_204569,2026-04-05,paid_social,Philippines,Android,pro_annual,35-44,7.1.0,15
u_204570,2026-04-02,paid_social,United Arab Emirates,iOS,pro_annual,18-24,7.0.1,18.2
u_204571,2026-05-22,organic_search,Indonesia,Android,free,35-44,7.0.1,12
u_204572,2026-05-20,app_store_browse,India,Android,free,18-24,7.1.0,13
u_204573,2026-03-31,organic_search,United Arab Emirates,Android,free,25-34,6.9.2,15
u_204574,2026-06-12,app_store_browse,Indonesia,Android,free,25-34,7.1.0,15
u_204575,2026-04-13,paid_search,Pakistan,Web,free,18-24,7.0.1,n/a
u_204576,2026-04-12,organic_search,United States,Android,free,35-44,7.0.1,13
u_204577,2026-03-18,paid_social,Indonesia,iOS,free,18-24,6.9.0,18.2
u_204578,2026-04-01,paid_social,United States,Web,free,25-34,6.9.2,n/a
u_204579,2026-03-13,paid_search,Indonesia,Android,free,18-24,7.0.0,14
u_204580,2026-05-07,app_store_browse,Pakistan,Android,free,25-34,7.1.0,12
u_204581,2026-05-14,influencer,United States,Android,free,18-24,7.0.1,15
u_204582,2026-05-14,app_store_browse,Indonesia,Android,free,35-44,7.1.0,13
u_204583,2026-06-09,influencer,Nigeria,iOS,free,18-24,7.1.0,18.2
u_204584,2026-06-10,paid_social,Pakistan,iOS,free,18-24,7.0.1,17.4
u_204585,2026-06-21,paid_social,United States,iOS,free,25-34,7.0.1,17.4
u_204586,2026-04-14,paid_social,United Kingdom,iOS,free,45+,7.1.0,18.2
u_204587,2026-06-06,influencer,India,Android,free,18-24,7.1.0,14
u_204588,2026-03-31,paid_search,Pakistan,Android,free,45+,7.1.0,15
u_204589,2026-05-09,paid_search,United States,Android,free,25-34,6.9.2,13
u_204590,2026-05-03,paid_social,India,iOS,pro_monthly,18-24,6.9.2,17.0
u_204591,2026-06-11,paid_social,United Arab Emirates,Web,free,25-34,7.0.0,n/a
u_204592,2026-06-01,app_store_browse,Indonesia,iOS,free,18-24,7.0.0,18.0
u_204593,2026-05-07,paid_social,Pakistan,Android,pro_annual,25-34,7.1.0,13
u_204594,2026-06-16,organic_search,Nigeria,iOS,free,45+,6.9.0,16.5
u_204595,2026-06-03,paid_search,Brazil,Android,pro_monthly,25-34,7.0.0,14
u_204596,2026-04-29,paid_social,India,Android,free,25-34,6.9.0,14
u_204597,2026-06-04,influencer,United Arab Emirates,iOS,free,18-24,7.1.0,18.0
u_204598,2026-04-21,paid_social,Nigeria,iOS,free,18-24,7.0.1,17.4
u_204599,2026-05-04,organic_search,United States,Web,free,25-34,7.0.0,n/a
u_204600,2026-03-21,paid_social,India,iOS,free,18-24,7.1.0,18.2
u_204601,2026-05-10,app_store_browse,Indonesia,iOS,free,18-24,6.9.0,17.0
u_204602,2026-04-17,influencer,United States,Android,free,25-34,6.9.0,14
u_204603,2026-06-19,paid_search,Philippines,iOS,free,18-24,7.1.0,18.0
u_204604,2026-04-21,app_store_browse,United Kingdom,Web,free,18-24,7.0.0,n/a
u_204605,2026-05-29,paid_social,Pakistan,iOS,pro_annual,25-34,6.9.0,18.2
u_204606,2026-03-21,paid_search,United States,Android,free,18-24,7.0.0,14
u_204607,2026-04-05,paid_social,Pakistan,Android,free,45+,7.0.1,15
u_204608,2026-06-02,app_store_browse,Philippines,iOS,free,25-34,7.0.1,18.0
u_204609,2026-03-02,referral,Saudi Arabia,iOS,pro_monthly,18-24,7.0.1,17.4
u_204610,2026-04-30,app_store_browse,Brazil,iOS,free,45+,7.1.0,18.0
u_204611,2026-04-05,influencer,United Kingdom,iOS,free,25-34,7.1.0,18.2
u_204612,2026-05-22,paid_search,Pakistan,iOS,free,25-34,7.0.0,18.2
u_204613,2026-05-15,referral,Turkey,Android,pro_monthly,25-34,7.1.0,13
u_204614,2026-06-05,referral,India,Android,free,18-24,7.0.1,12
u_204615,2026-03-20,organic_search,United Kingdom,Android,free,13-17,7.0.1,15
u_204616,2026-04-20,paid_social,United States,iOS,pro_annual,25-34,6.9.2,18.2
u_204617,2026-03-24,app_store_browse,Indonesia,Android,free,18-24,6.9.2,14
u_204618,2026-05-14,organic_search,Pakistan,iOS,free,25-34,7.0.0,18.2
u_204619,2026-03-05,organic_search,Pakistan,iOS,free,35-44,7.0.1,17.0
u_204620,2026-03-15,paid_social,Pakistan,Android,free,18-24,7.0.1,13
u_204621,2026-06-06,organic_search,Turkey,Android,free,25-34,6.9.2,13
u_204622,2026-04-18,organic_search,Indonesia,Android,free,25-34,7.1.0,15
u_204623,2026-04-27,organic_search,India,Android,free,13-17,7.0.1,13
u_204624,2026-03-16,paid_social,United States,Android,free,18-24,7.1.0,13
u_204625,2026-06-15,paid_social,United States,iOS,free,35-44,7.1.0,16.5
u_204626,2026-04-09,organic_search,Philippines,iOS,free,25-34,7.0.1,18.2
u_204627,2026-05-02,referral,Pakistan,Android,pro_monthly,18-24,6.9.2,14
u_204628,2026-04-23,organic_search,United States,iOS,free,45+,7.1.0,17.4
u_204629,2026-04-12,paid_social,United Kingdom,iOS,free,25-34,7.0.1,17.4
u_204630,2026-05-23,paid_social,United Kingdom,Android,free,25-34,7.0.1,15
u_204631,2026-05-16,organic_search,Turkey,iOS,free,25-34,6.9.0,17.4
u_204632,2026-03-09,referral,Nigeria,Android,free,35-44,7.1.0,14
u_204633,2026-04-15,referral,Indonesia,Android,free,18-24,7.1.0,14
u_204634,2026-03-19,paid_social,United Kingdom,Android,free,35-44,7.1.0,13
u_204635,2026-03-15,referral,United Arab Emirates,Android,free,35-44,6.9.0,12
u_204636,2026-04-13,paid_search,Philippines,iOS,free,35-44,7.1.0,18.2
u_204637,2026-05-10,paid_social,United States,Android,free,45+,7.1.0,12
u_204638,2026-03-01,influencer,United Arab Emirates,iOS,free,18-24,7.1.0,17.0
u_204639,2026-05-14,organic_search,Philippines,Web,pro_monthly,25-34,6.9.2,n/a
u_204640,2026-03-23,organic_search,India,Android,free,18-24,7.0.0,13
u_204641,2026-05-18,referral,United Kingdom,Web,free,35-44,7.0.1,n/a
u_204642,2026-06-08,paid_search,Pakistan,Android,free,18-24,7.0.1,14
u_204643,2026-03-23,organic_search,United Arab Emirates,Web,enterprise,18-24,7.0.1,n/a
u_204644,2026-05-05,referral,Pakistan,Web,free,18-24,6.8.0,n/a
u_204645,2026-06-13,paid_social,India,Android,free,18-24,7.1.0,15
u_204646,2026-04-17,organic_search,United Kingdom,Android,free,18-24,7.0.0,14
u_204647,2026-03-29,paid_search,Nigeria,Android,free,13-17,7.0.1,12
u_204648,2026-04-25,paid_search,United Kingdom,Android,free,18-24,7.0.1,13
u_204649,2026-03-12,referral,United States,Android,pro_annual,45+,7.1.0,14
u_204650,2026-06-07,app_store_browse,United States,Android,free,18-24,6.9.2,13
u_204651,2026-03-13,paid_social,Turkey,Android,free,25-34,7.0.0,15
u_204652,2026-06-16,paid_social,Nigeria,Web,free,18-24,7.1.0,n/a
u_204653,2026-06-03,app_store_browse,United Arab Emirates,iOS,free,25-34,7.1.0,17.0
u_204654,2026-04-29,organic_search,Pakistan,Web,free,45+,7.1.0,n/a
u_204655,2026-03-29,organic_search,United Arab Emirates,iOS,free,45+,7.1.0,17.4
u_204656,2026-03-24,paid_social,United Kingdom,iOS,free,25-34,6.8.0,16.5
u_204657,2026-06-01,paid_social,India,Android,pro_annual,35-44,7.1.0,15
u_204658,2026-06-02,app_store_browse,India,iOS,free,18-24,6.9.2,18.0
u_204659,2026-04-17,paid_search,Indonesia,Web,free,18-24,7.1.0,n/a
u_204660,2026-03-29,app_store_browse,United States,iOS,pro_monthly,25-34,7.0.1,17.4
u_204661,2026-04-12,paid_search,Germany,iOS,free,18-24,7.0.0,17.4
u_204662,2026-04-07,organic_search,Brazil,Android,free,45+,7.0.0,13
u_204663,2026-04-06,influencer,Nigeria,iOS,pro_annual,18-24,7.0.0,18.2
u_204664,2026-05-25,influencer,Pakistan,Android,free,25-34,7.1.0,14
u_204665,2026-03-03,organic_search,Philippines,Android,free,25-34,7.0.1,15
u_204666,2026-05-10,paid_search,United Arab Emirates,Android,free,13-17,7.1.0,15
u_204667,2026-04-26,referral,Pakistan,iOS,pro_annual,45+,7.1.0,18.0
u_204668,2026-03-25,app_store_browse,United States,Android,free,25-34,6.9.2,14
u_204669,2026-04-30,organic_search,United States,Android,free,35-44,6.9.2,14
u_204670,2026-03-05,referral,Indonesia,Android,free,25-34,6.9.0,14
u_204671,2026-03-12,paid_social,Pakistan,iOS,pro_monthly,25-34,7.1.0,18.2
u_204672,2026-05-15,influencer,United Arab Emirates,Android,free,18-24,7.1.0,14
u_204673,2026-05-07,influencer,Indonesia,Android,free,25-34,7.1.0,12
u_204674,2026-03-15,paid_search,Germany,Android,free,35-44,6.9.0,13
u_204675,2026-03-29,paid_search,Brazil,Android,free,18-24,7.1.0,14
u_204676,2026-05-03,paid_social,Indonesia,Web,free,18-24,7.0.1,n/a
u_204677,2026-06-01,paid_social,Philippines,iOS,pro_annual,45+,7.1.0,17.4
u_204678,2026-05-31,paid_social,Turkey,iOS,free,18-24,6.9.2,16.5
u_204679,2026-03-28,influencer,United States,iOS,enterprise,25-34,6.9.2,16.5
u_204680,2026-03-26,influencer,Pakistan,Android,free,18-24,7.1.0,14
u_204681,2026-04-28,influencer,India,Android,pro_monthly,18-24,7.1.0,12
u_204682,2026-03-10,paid_social,Brazil,Android,free,25-34,7.0.1,14
u_204683,2026-03-21,paid_social,India,Web,free,25-34,7.0.0,n/a
u_204684,2026-03-24,paid_search,India,Android,free,18-24,6.9.0,12
u_204685,2026-04-28,organic_search,United States,Android,free,45+,7.1.0,14
u_204686,2026-05-06,paid_social,United Arab Emirates,Android,free,18-24,7.0.1,15
u_204687,2026-03-12,paid_search,Nigeria,Android,free,25-34,7.1.0,15
u_204688,2026-03-16,paid_social,Pakistan,Android,free,45+,7.0.0,12
u_204689,2026-04-05,paid_search,United Kingdom,iOS,free,25-34,6.8.0,17.0
u_204690,2026-05-19,organic_search,United Kingdom,Web,free,25-34,7.0.1,n/a
u_204691,2026-05-27,referral,United Kingdom,Android,free,18-24,7.0.1,15
u_204692,2026-03-19,influencer,Germany,iOS,free,25-34,7.0.0,16.5
u_204693,2026-04-01,paid_search,United States,Android,enterprise,35-44,7.0.1,15
u_204694,2026-04-15,paid_social,Brazil,Web,free,35-44,7.0.1,n/a
u_204695,2026-04-27,organic_search,United States,iOS,pro_annual,35-44,6.9.2,17.4
u_204696,2026-04-03,organic_search,Turkey,Android,free,25-34,6.9.2,15
u_204697,2026-03-22,paid_search,United Arab Emirates,Android,free,35-44,7.1.0,14
u_204698,2026-06-18,referral,Nigeria,Web,free,25-34,7.1.0,n/a
u_204699,2026-05-07,referral,Pakistan,iOS,free,25-34,7.0.0,18.0
u_204700,2026-03-06,influencer,United Arab Emirates,Android,free,25-34,7.1.0,15
u_204701,2026-06-08,paid_social,United States,iOS,free,18-24,7.1.0,17.4
u_204702,2026-05-24,influencer,India,Android,free,25-34,7.0.0,13
u_204703,2026-03-16,organic_search,Germany,iOS,free,13-17,6.8.0,17.0
u_204704,2026-04-21,referral,Brazil,Android,pro_annual,18-24,6.9.0,13
u_204705,2026-03-17,app_store_browse,Germany,Android,free,18-24,6.8.0,12
u_204706,2026-04-19,organic_search,Turkey,iOS,free,25-34,7.0.0,18.2
u_204707,2026-05-29,organic_search,Germany,Android,free,35-44,7.0.1,13
u_204708,2026-04-05,organic_search,United Kingdom,Android,free,18-24,7.1.0,13
u_204709,2026-06-19,paid_social,Pakistan,Android,free,25-34,7.0.1,15
u_204710,2026-06-14,influencer,Nigeria,Android,free,35-44,7.1.0,12
u_204711,2026-04-14,paid_social,Pakistan,Android,free,25-34,7.0.1,12
u_204712,2026-06-02,paid_social,Pakistan,Android,free,45+,7.1.0,12
u_204713,2026-03-05,app_store_browse,Saudi Arabia,iOS,free,45+,7.0.1,17.4
u_204714,2026-05-15,paid_social,Nigeria,iOS,free,18-24,6.9.2,17.0
u_204715,2026-05-20,paid_search,Saudi Arabia,iOS,free,25-34,7.1.0,17.0
u_204716,2026-04-20,paid_search,United States,Android,free,35-44,6.9.2,15
u_204717,2026-03-23,paid_social,United States,Android,enterprise,25-34,6.9.2,12
u_204718,2026-04-28,app_store_browse,Saudi Arabia,Android,free,25-34,7.0.0,15
u_204719,2026-05-15,paid_social,United States,Android,free,25-34,7.0.1,12
